,interest_rate,grade,debt_to_income
13024,18.06,D,36.3
13025,11.99,B,9.82
13026,6.83,A,22.43
13027,14.08,C,22.68
13028,12.69,C,9.74
13029,11.99,B,27.84
13030,12.29,C,20.13
13031,19.19,E,29.47
13032,16.55,D,19.03
13033,11.49,B,20.99
13034,5.32,A,22.75
13035,8.67,B,21.16
13036,11.98,B,20.65
13037,12.74,C,5.41
13038,9.44,B,7.64
13039,17.57,D,13.59
13040,13.06,C,15.08
13041,13.33,C,23.94
13042,7.24,A,10.1
13043,8.81,A,28.99
13044,14.46,C,32.34
13045,16.55,D,26.32
13046,8.24,B,16.76
13047,13.67,B,17.33
13048,15.88,C,13.73
13049,9.17,B,16.61
13050,10.99,B,21.14
13051,13.67,C,30.01
13052,14.99,C,32.38
13053,9.93,B,17.69
13054,9.44,B,34.42
13055,9.43,B,16.68
13056,13.06,C,19.22
13057,10.15,B,25.31
13058,13.56,C,20.76
13059,15.04,C,18.98
13060,25.49,E,2.76
13061,9.99,B,11.2
13062,17.58,F,11.68
13063,15.99,C,2.77
13064,22.99,F,16.78
13065,13.33,C,29.44
13066,7.56,A,18.48
13067,6.99,A,5.04
13068,26.99,F,32.99
13069,11.67,B,17.17
13070,13.53,B,20.12
13071,9.93,B,16.07
13072,16.02,C,27.86
13073,16.02,C,18.2
13074,14.03,C,3.7
13075,9.16,B,0.68
13076,9.8,B,19.64
13077,15.99,D,22.65
13078,13.65,C,13.67
13079,9.99,B,34.97
13080,10.49,B,15.76
13081,15.05,C,14.16
13082,12.62,C,16.29
13083,9.43,B,17.01
13084,11.49,B,20.82
13085,29.96,G,21.73
13086,9.44,B,1.53
13087,13.18,C,26.09
13088,13.59,C,16.31
13089,10.49,B,7.21
13090,14.49,C,18.63
13091,12.05,C,24.37
13092,11.05,B,24.88
13093,18.49,D,10.17
13094,18.94,D,34.91
13095,15.02,C,4.46
13096,9.93,B,12.99
13097,6.68,A,15.23
13098,10.91,B,22.01
13099,17.27,D,30.24
13100,17.27,C,9.73
13101,7.49,A,7
13102,25.82,E,2.6
13103,20,D,17.61
13104,10.99,B,8.83
13105,13.67,B,12.16
13106,11.55,B,16.27
13107,9.91,B,23.08
13108,10.49,B,33.19
13109,6.89,A,9.15
13110,6.62,A,8.8
13111,13.06,C,32.91
13112,6.08,A,7.75
13113,15.27,C,15.2
13114,18.94,D,36.97
13115,14.33,C,14.87
13116,19.03,D,24.83
13117,11.99,B,11.14
13118,11.99,C,8.04
13119,14.47,C,11.29
13120,16.55,D,26.18
13121,7.49,A,21.96
13122,14.08,C,9.06
13123,12.73,B,13.49
13124,17.27,D,24.83
13125,19.48,E,38.78
13126,8.67,B,30.35
13127,26.31,E,18.04
13128,8.39,B,29.56
13129,17.09,D,19.36
13130,7.9,A,5.61
13131,16.99,D,13.61
13132,10.62,B,0.88
13133,6.11,A,13.91
13134,11.44,B,24.95
13135,9.75,B,17.56
13136,7.9,A,15.26
13137,11.99,B,18.09
13138,10.99,B,15.23
13139,16.01,C,21.64
13140,10.15,B,5.01
13141,18.75,D,17.81
13142,21.49,D,25.87
13143,20.2,E,8.29
13144,16.01,C,31.13
13145,10.91,B,7.7
13146,22.39,E,32.33
13147,25.81,E,14.6
13148,22.99,F,26.07
13149,13.65,C,24.18
13150,22.4,E,25.76
13151,18.85,D,17.88
13152,14.65,C,21.31
13153,9.17,B,14.19
13154,16.55,D,22
13155,12.69,C,29.94
13156,9.17,B,1.89
13157,15.49,C,21.04
13158,9.17,B,16.68
13159,14.65,C,31.28
13160,12.73,B,26.38
13161,8.9,A,15.42
13162,15.04,C,26.59
13163,7.84,A,11.63
13164,15.05,C,24.37
13165,10.99,B,20.59
13166,22.15,E,36.77
13167,21.85,D,17.15
13168,6.24,A,12.24
13169,15.61,D,20.68
13170,16.46,C,23.61
13171,5.32,A,12.76
13172,6.99,A,10.22
13173,14.08,C,21.2
13174,14.07,C,8.79
13175,10.49,B,19.92
13176,6.83,A,18.64
13177,19.99,D,18.27
13178,11.98,B,4.61
13179,6.11,A,11.51
13180,20,D,15.32
13181,13.99,C,24.55
13182,16.02,C,0.99
13183,15.61,D,32.45
13184,8.39,B,12.25
13185,25.69,F,22.4
13186,8.19,A,13.03
13187,7.99,A,22.37
13188,23.99,E,19.69
13189,11.98,B,25.57
13190,5.32,A,17.58
13191,13.99,C,22.06
13192,12.62,C,23.73
13193,22.39,E,4.4
13194,10.16,B,20.46
13195,10.91,B,26.63
13196,8.19,A,18.41
13197,9.17,B,21.22
13198,6.24,A,25.24
13199,10.49,B,24.55
13200,9.44,B,12.69
13201,15.05,C,23.15
13202,18.06,D,11.76
13203,7.99,A,28.91
13204,11.99,B,20.86
13205,7.39,A,22.24
13206,15.41,D,17.82
13207,11.14,B,5.44
13208,10.42,B,22.18
13209,18.94,D,20.09
13210,7.21,A,36.3
13211,5.32,A,23.96
13212,12.59,C,13.7
13213,6.11,A,20.95
13214,11.49,B,20.1
13215,7.89,A,12.8
13216,15.02,C,19.83
13217,10.47,B,20.19
13218,12.99,C,12.41
13219,12.05,C,25.78
13220,12.69,C,14.84
13221,10.99,B,17.35
13222,6.62,A,7.14
13223,12.74,C,22.71
13224,18.55,E,27.11
13225,9.93,B,7.31
13226,12.74,C,17.78
13227,15.61,D,33.93
13228,8.6,A,14.96
13229,17.09,D,3.92
13230,18.99,D,21.85
13231,12.99,C,5.62
13232,12.74,C,21.44
13233,5.31,A,33.27
13234,13.99,C,18.59
13235,10.99,B,12.33
13236,11.53,B,9.25
13237,12.13,B,22.05
13238,17.47,D,5.52
13239,12.73,B,33.75
13240,13.67,C,16.77
13241,14.52,C,12.04
13242,15.99,D,3.03
13243,13.49,C,17.88
13244,12.62,C,17.85
13245,9.75,B,13.87
13246,23.88,E,17.8
13247,9.67,B,21.42
13248,12.74,C,31.71
13249,16.55,D,22.56
13250,9.17,B,21.63
13251,15.59,D,17.98
13252,16.99,D,26.27
13253,17.86,D,14.02
13254,12.39,C,13.12
13255,10.42,B,23.12
13256,8.18,B,17.68
13257,12.29,C,25.79
13258,19.92,D,12.33
13259,10.56,B,13.99
13260,8.9,A,28.99
13261,9.16,B,17.48
13262,10.47,B,28.58
13263,8.9,A,6.8
13264,11.53,B,17.37
13265,16.02,C,7.54
13266,5.32,A,9.09
13267,8.39,A,4.72
13268,12.69,C,12.41
13269,8.39,A,17.7
13270,11.99,C,14.54
13271,13.61,C,16.32
13272,18.99,D,26.88
13273,10.16,B,8.91
13274,13.99,C,9.03
13275,12.69,C,11.37
13276,16.59,D,22.36
13277,14.08,C,19.51
13278,11.47,B,17.19
13279,11.47,B,19.7
13280,12.69,C,22.56
13281,7.69,A,11.36
13282,15.02,C,25.66
13283,8.46,A,18.78
13284,7.89,A,19.32
13285,21.48,E,9.87
13286,14.08,C,7.72
13287,6.72,A,12.61
13288,10.91,B,7.49
13289,11.99,B,20.38
13290,12.74,C,10.06
13291,6.11,A,9.54
13292,10.99,B,6.61
13293,10.91,B,31.02
13294,14.27,C,17.54
13295,22.35,D,37.99
13296,18.99,D,38.15
13297,9.44,B,31.37
13298,12.74,C,19.92
13299,13.11,B,31.69
13300,8.39,B,21.41
13301,14.46,C,11.12
13302,16.29,D,16.85
13303,21.49,D,12.79
13304,18.25,D,21.92
13305,14.03,C,14.27
13306,13.59,C,17.57
13307,13.99,C,16.28
13308,14.47,C,25.59
13309,13.59,C,12.81
13310,13.99,C,19.72
13311,10.91,B,10.18
13312,9.43,B,6.84
13313,14.49,C,29.63
13314,7.84,A,10.6
13315,8.18,B,4.7
13316,10.91,B,22.43
13317,7.89,A,14.72
13318,13.59,C,8.96
13319,6.11,A,7.53
13320,7.89,A,28.3
13321,13.49,C,19.58
13322,6.99,A,9.93
13323,10.99,B,27.23
13324,12.59,C,8.81
13325,10.75,B,11.82
13326,7.49,A,9.18
13327,14.99,C,13.41
13328,16.29,C,30.72
13329,11.49,B,18.82
13330,11.99,C,18.65
13331,13.66,C,21.58
13332,20,D,22.8
13333,13.66,C,14.71
13334,16.55,D,17.85
13335,13.49,C,31.39
13336,16.99,D,12.4
13337,16.91,C,6.97
13338,8.18,B,20.41
13339,16.91,C,20.16
13340,27.27,E,17.4
13341,11.44,B,8.48
13342,17.57,D,11.86
13343,10.42,B,17.94
13344,9.92,B,23.49
13345,9.44,B,15.16
13346,10.33,B,20.18
13347,18.55,E,30.73
13348,23.99,E,12.05
13349,17.99,D,10.17
13350,22.91,E,28.53
13351,14.08,C,12.59
13352,9.92,B,21.9
13353,16.29,D,39.46
13354,8.19,A,19
13355,14.99,C,31.54
13356,7.97,A,10.37
13357,12.05,C,27.54
13358,14.27,C,21.76
13359,9.49,B,15.35
13360,13.56,C,29.29
13361,10.64,B,13.96
13362,8.39,B,12.82
13363,13.67,C,13.43
13364,13.99,C,25.4
13365,14.27,C,12.57
13366,14.99,C,13.38
13367,9.49,B,22.51
13368,17.86,D,21.17
13369,10.64,B,10.3
13370,25.82,E,28.54
13371,9.93,B,34.63
13372,15.61,D,22.92
13373,17.1,C,8.76
13374,14.07,C,12.58
13375,10.99,B,23.63
13376,13.99,C,28.94
13377,6.92,A,16.88
13378,13.99,C,9.59
13379,13.99,C,16.3
13380,20,D,24.02
13381,10.41,B,18.37
13382,14.47,C,21.91
13383,10.75,B,13.01
13384,11.67,B,10.45
13385,12.69,C,27.97
13386,11.14,B,16.91
13387,7.97,A,23.41
13388,15.05,C,24.94
13389,14.49,C,16.07
13390,15.61,C,11.67
13391,8.39,B,25.77
13392,14.83,D,21.11
13393,11.53,B,24.26
13394,5.31,A,24.04
13395,12.99,C,22.54
13396,7.96,A,0.59
13397,16.29,D,26.25
13398,13.33,C,8.53
13399,14.65,C,27.02
13400,13.49,C,12.96
13401,5.31,A,20.35
13402,7.46,A,19.86
13403,14.09,B,10.71
13404,5.32,A,17.21
13405,9.93,B,31.27
13406,6.68,A,15.41
13407,11.06,B,6.95
13408,7.34,A,17.21
13409,18.25,E,18.68
13410,9.92,B,13.24
13411,21.99,E,6.94
13412,6.07,A,18.28
13413,10.99,B,23.32
13414,14.46,C,7.57
13415,10.15,B,16.74
13416,7.66,A,20.32
13417,7.62,A,15.12
13418,12.29,C,13.07
13419,7.46,A,5.36
13420,6.67,A,21.83
13421,20.89,D,20.48
13422,6.62,A,19.76
13423,6.99,A,20.4
13424,11.99,B,15.8
13425,9.93,B,23.38
13426,6.11,A,17.07
13427,11.14,B,23.69
13428,16.14,C,34.33
13429,12.62,C,1.97
13430,19.03,D,21.46
13431,12.29,C,22.62
13432,15.61,D,34.58
13433,29.49,F,27.97
13434,6.97,A,8.71
13435,16.99,D,29.47
13436,12.62,C,4.27
13437,9.99,B,16.31
13438,7.9,A,15.56
13439,15.05,C,20.27
13440,15.59,D,7.11
13441,11.05,B,18.1
13442,11.98,B,26.37
13443,13.33,C,22.36
13444,11.99,B,14.11
13445,11.53,B,22.23
13446,16.55,D,23.79
13447,10.75,B,24.44
13448,14.99,C,25.78
13449,11.47,B,5.28
13450,6.97,A,20.79
13451,17.57,D,32.58
13452,10.42,B,24.5
13453,17.99,D,16.9
13454,12.59,C,22.64
13455,8.24,B,22.45
13456,6.72,A,18.71
13457,13.59,C,23.24
13458,20.99,E,34.39
13459,13.56,C,13.65
13460,16.29,D,20.9
13461,17.57,D,15.4
13462,13.49,C,18.98
13463,15.31,C,13.09
13464,11.55,B,21.76
13465,13.49,C,19.67
13466,11.55,B,0.32
13467,12.79,C,28.26
13468,5.31,A,34.38
13469,6.49,A,3.07
13470,22.91,E,27.38
13471,19.92,D,18.59
13472,10.47,B,17.33
13473,6.11,A,13.99
13474,15.22,C,16.16
13475,10.07,B,18.8
13476,12.69,C,9.26
13477,12.05,C,18.34
13478,14.08,C,17.47
13479,9.16,B,25.48
13480,10.72,B,47.23
13481,8.18,B,11.34
13482,6.99,A,12.71
13483,12.69,C,13.47
13484,9.92,B,21.99
13485,22.35,D,20.36
13486,7.39,A,27.29
13487,12.99,C,9.33
13488,11.99,B,20.1
13489,5.31,A,12.09
13490,13.49,C,21.03
13491,11.55,B,7.29
13492,8.46,A,16.05
13493,16.99,D,12.17
13494,7.89,A,24.71
13495,18.94,D,10.18
13496,12.62,C,22.9
13497,21.85,D,18.57
13498,12.29,C,12.56
13499,11.49,B,33.83
13500,6.67,A,14.18
13501,13.33,C,20.15
13502,18.99,E,19.24
13503,12.39,C,13.47
13504,7.07,A,18.98
13505,12.73,B,16.75
13506,9.58,B,20.51
13507,12.73,B,24.48
13508,11.53,B,27.57
13509,14.64,C,5.17
13510,9.93,B,12.76
13511,7.9,A,21.64
13512,11.39,B,23.43
13513,11.99,C,14.55
13514,9.93,B,31.36
13515,16.02,C,9.71
13516,10.42,B,21.16
13517,8.39,A,19.17
13518,7.97,A,7.11
13519,6.49,A,3.48
13520,7.49,A,7.63
13521,14.08,C,17.5
13522,24.99,F,3.23
13523,14.08,C,29.22
13524,13.99,C,9.93
13525,6.83,A,14.87
13526,13.99,C,27.08
13527,9.93,B,27.97
13528,10.16,B,11.62
13529,18.24,D,27.45
13530,10.91,B,2.88
13531,16.14,C,14.13
13532,7.24,A,13.73
13533,21.99,F,19.08
13534,9.93,B,9.88
13535,11.99,C,14.22
13536,13.59,C,18.39
13537,16.29,D,14.78
13538,9.49,B,13.09
13539,8.19,A,15.93
13540,10.49,B,20.09
13541,17.99,D,16.78
13542,15.31,C,18.12
13543,10.75,B,27.87
13544,8.19,A,10.68
13545,13.56,C,49.53
13546,19.92,D,11.19
13547,16.14,C,16.88
13548,9.17,B,10.58
13549,12.79,C,15.31
13550,8.67,B,28.56
13551,12.79,C,25.67
13552,9.17,B,20.43
13553,9.44,B,43.09
13554,7.21,A,14.91
13555,10.99,B,1.62
13556,10.16,B,20.45
13557,23.4,E,34.4
13558,6.99,A,16.31
13559,12.59,C,23.64
13560,11.99,C,22.63
13561,12.62,C,19.56
13562,21.45,D,17.89
13563,13.44,C,7.26
13564,11.99,B,25.48
13565,21.45,D,24.2
13566,8.19,A,13.94
13567,12.62,C,8.16
13568,10.64,B,11.85
13569,8.59,A,5.6
13570,17.76,D,19.32
13571,9.17,B,27.11
13572,15.99,C,18.42
13573,13.11,B,11.74
13574,8.9,A,24.65
13575,12.62,C,8.41
13576,8.24,B,32.26
13577,15.02,C,30.32
13578,23.99,E,11.16
13579,16.02,C,5.65
13580,16.14,C,36.51
13581,15.31,C,12.36
13582,6.71,A,15.25
13583,12.13,B,20.38
13584,18.45,D,37.98
13585,8.18,B,20.7
13586,7.35,A,16.75
13587,16.14,C,26.85
13588,7.99,A,13.25
13589,7.84,A,11.78
13590,25.29,E,34.68
13591,15.99,C,14.03
13592,6.67,A,13.2
13593,7.59,A,27.42
13594,9.17,B,13.27
13595,12.74,C,25.65
13596,15.1,C,21.89
13597,9.71,B,20.23
13598,14.08,C,15.67
13599,18.2,E,36.48
13600,9.76,B,26.63
13601,7.56,A,23.27
13602,7.89,A,10.38
13603,17.57,D,12.47
13604,14.31,C,18.99
13605,14.08,C,31.31
13606,6.49,A,3.74
13607,9.93,B,26.19
13608,12.99,B,12.94
13609,13.11,B,13.75
13610,7.39,A,6.46
13611,12.12,B,16.18
13612,16.99,D,27.36
13613,15.05,C,13.25
13614,8.24,B,9.42
13615,17.27,D,34.33
13616,10.75,B,12.71
13617,17.27,D,7.49
13618,19.2,D,9.55
13619,14.99,C,24.52
13620,7.97,A,12.82
13621,13.67,C,24.86
13622,5.32,A,13.12
13623,11.49,B,4.68
13624,11.99,B,10.76
13625,16.49,D,30.72
13626,19.99,E,30.55
13627,9.44,B,17.29
13628,8.9,A,6.35
13629,10.49,B,9.21
13630,11.67,B,30.3
13631,11.67,B,9.57
13632,5.32,A,3.35
13633,9.92,B,20.14
13634,17.47,D,26.79
13635,10.99,B,9.34
13636,10.99,B,17.53
13637,17.57,D,17.35
13638,13.58,C,21.95
13639,7.07,A,7.01
13640,13.11,B,29.45
13641,8.39,A,9.46
13642,5.32,A,23.67
13643,8.18,B,21.59
13644,8.24,B,25.93
13645,16.91,C,18.78
13646,6.99,A,16.53
13647,20.99,E,22.8
13648,19.99,D,29.24
13649,16.99,D,13.83
13650,15.88,C,29.09
13651,5.32,A,8.97
13652,11.47,B,25.82
13653,15.05,C,34.85
13654,10.33,B,32.76
13655,7.49,A,10.81
13656,16.55,D,9.2
13657,7.39,A,10.07
13658,13.59,C,6.97
13659,5.32,A,23.62
13660,9.16,B,14.85
13661,8.39,A,21.09
13662,13.99,C,11.67
13663,19.03,D,26.56
13664,16.99,D,16.75
13665,10.42,B,16.64
13666,15.99,D,15.37
13667,16.14,C,32.28
13668,17.77,D,23.35
13669,22.99,F,17.28
13670,21.45,D,16.95
13671,10.99,B,33.42
13672,11.49,B,12.05
13673,11.98,B,13.16
13674,11.55,B,10.01
13675,17.27,C,17.5
13676,7.84,A,23.83
13677,13.11,B,31.19
13678,12.69,C,18.74
13679,11.14,B,24.07
13680,17.97,D,23.89
13681,6.49,A,8.81
13682,14.26,C,19.99
13683,9.43,B,12.32
13684,7.35,A,13.68
13685,16.91,C,10.27
13686,8.24,B,7.6
13687,11.39,B,18.4
13688,10.99,B,32.01
13689,9.17,B,24.4
13690,13.99,C,8.89
13691,10.75,B,17.39
13692,12.74,C,11.72
13693,5.31,A,19.11
13694,14.47,C,3.72
13695,7.96,A,20.31
13696,15.61,D,35.47
13697,15.61,D,6.42
13698,10.08,B,25.89
13699,9.44,B,29.02
13700,10.07,B,9.51
13701,9.43,B,16.85
13702,19.05,D,25.92
13703,24.74,E,16.88
13704,8.18,B,25.06
13705,12.12,B,17.29
13706,17.27,D,36.33
13707,8.24,B,24.72
13708,10.99,B,1.38
13709,8.99,B,19.36
13710,8.19,A,8.92
13711,7.46,A,14.14
13712,11.53,B,31.66
13713,15.61,D,10.41
13714,13.33,C,23.34
13715,13.59,C,99.59
13716,10.49,B,31.79
13717,7.84,A,11.4
13718,10.25,B,17.43
13719,14.16,C,5.24
13720,11.99,C,24.05
13721,21.45,D,22.32
13722,8.59,A,15.95
13723,10.47,B,8.13
13724,7.9,A,11.18
13725,18.54,E,24.19
13726,12.99,C,31.89
13727,9.92,B,17.99
13728,12.13,B,19.5
13729,13.99,C,4.43
13730,13.99,C,18.35
13731,21.85,D,18.17
13732,6.49,A,15.54
13733,13.58,C,25.24
13734,9.44,B,34.25
13735,17.99,D,25.52
13736,21.45,D,17.28
13737,9.99,B,10.46
13738,15.31,C,16.89
13739,5.32,A,13.8
13740,11.31,B,20.38
13741,14.31,C,28.02
13742,8.18,B,15.15
13743,16.02,C,10.65
13744,18.25,E,12.72
13745,13.18,C,15.07
13746,25.82,E,28.38
13747,11.99,B,8.63
13748,7.89,A,21.7
13749,11.99,B,21.59
13750,17.86,D,16.19
13751,8.46,A,4.35
13752,16.02,C,61.18
13753,21.45,D,31.36
13754,10.9,B,13.98
13755,8.94,A,7.68
13756,8.99,B,16.57
13757,23.88,E,18.04
13758,21.45,D,4.88
13759,12.99,C,21.4
13760,23.32,E,25.23
13761,7.59,A,15.14
13762,8.18,B,12.64
13763,9.44,B,21.57
13764,13.59,C,15.52
13765,6.39,A,15.49
13766,24.99,E,10.6
13767,9.16,B,16.59
13768,6.24,A,16.17
13769,8.24,B,22.65
13770,6.89,A,29.04
13771,9.99,B,31.06
13772,11.55,B,15.78
13773,15.88,C,5.46
13774,16.99,D,10.84
13775,7.35,A,19.33
13776,27.79,F,16.74
13777,8.99,B,20.13
13778,6.11,A,23.13
13779,13.56,C,10.91
13780,8.24,B,21.24
13781,6.49,A,20.02
13782,10.99,B,34.15
13783,15.02,C,27
13784,9.76,B,23
13785,8.24,B,31.17
13786,10.42,B,19.62
13787,13.35,C,32.48
13788,20,D,31.66
13789,13.33,C,23.41
13790,9.17,B,27.95
13791,7.89,A,2.75
13792,22.99,F,14.28
13793,25.49,E,30.76
13794,10.99,B,23.46
13795,11.49,B,30.23
13796,7.9,A,16.04
13797,10.9,B,34.95
13798,15.31,C,15.14
13799,9.44,B,17.98
13800,14.49,C,31.66
13801,11.99,C,7.33
13802,25.49,E,26.6
13803,20.49,E,17.03
13804,12.29,C,6.26
13805,9.91,B,0.95
13806,15.61,D,17.72
13807,8.18,B,31.62
13808,15.05,C,21.74
13809,6.11,A,2.57
13810,12.39,C,29.72
13811,11.99,B,19.49
13812,20.89,D,6.79
13813,15.05,C,14.64
13814,13.33,C,24.03
13815,16.2,C,24.86
13816,17.27,D,20.39
13817,9.17,B,6.27
13818,6.24,A,8.17
13819,11.39,B,15.88
13820,21.99,E,24.47
13821,16.29,C,16.44
13822,9.16,B,16.18
13823,14.08,C,17.76
13824,12.13,B,20.2
13825,7.49,A,21.74
13826,17.27,C,4.59
13827,7.21,A,8.71
13828,18.49,D,11.75
13829,20.3,E,21.32
13830,5.32,A,18.14
13831,20.89,D,32.88
13832,16.29,D,28.06
13833,24.37,E,2.7
13834,10.64,B,25.05
13835,7.62,A,11.66
13836,12.99,C,75.03
13837,6.62,A,27.05
13838,19.03,D,50.64
13839,11.39,B,23.71
13840,13.33,C,8.85
13841,10.91,B,13.26
13842,19.99,D,12.8
13843,17.97,D,26.05
13844,10.72,B,28.5
13845,14.33,C,24.85
13846,18.25,D,10.22
13847,14.47,C,20.37
13848,16.29,D,24.85
13849,11.53,B,13.13
13850,22.99,F,18.43
13851,10.91,B,25.23
13852,6.08,A,12.64
13853,16.55,D,17.05
13854,7.89,A,15.76
13855,11.44,B,10.71
13856,15.59,C,12.48
13857,11.99,C,31.31
13858,18.49,D,5.97
13859,6.03,A,3.68
13860,6.11,A,14.7
13861,15.61,D,36.2
13862,17.86,D,38.09
13863,10.64,B,17.03
13864,23.4,E,38.05
13865,14.82,E,12.65
13866,15.31,C,15.04
13867,7.96,A,16.51
13868,11.55,B,38.97
13869,16.59,D,9
13870,18.45,D,16.46
13871,23.4,E,7.61
13872,8.46,A,9.76
13873,13.18,C,18.72
13874,15.04,C,23.84
13875,11.99,B,19.6
13876,12.73,B,13
13877,10.64,B,15.95
13878,15.22,C,14.81
13879,13.59,C,20.4
13880,14.08,C,3.98
13881,16.2,C,15.12
13882,15.02,C,12.2
13883,14.07,C,2.86
13884,12.74,C,13.59
13885,28.72,F,16.6
13886,16.02,C,39.75
13887,17.56,D,3.78
13888,9.99,B,13.48
13889,22.95,F,17.51
13890,16.91,C,24
13891,13.58,C,12.44
13892,17.47,D,9.81
13893,6.24,A,27.71
13894,9.93,B,21.46
13895,8.9,A,12.88
13896,12.61,C,8
13897,12.29,C,27.11
13898,30.17,F,26.85
13899,30.89,G,19.98
13900,12.62,C,40.01
13901,5.32,A,14.46
13902,21.49,D,30.35
13903,11.99,B,13.44
13904,10.99,B,24.47
13905,11.55,B,12.29
13906,7.26,A,0.89
13907,16.49,D,23.55
13908,5.32,A,40.22
13909,15.22,C,11.96
13910,30.49,F,30.13
13911,13.67,C,16.07
13912,10.99,B,7.27
13913,12.74,C,23.81
13914,12.61,C,7.97
13915,16.99,D,22.15
13916,10.33,B,16.44
13917,13.99,C,16.16
13918,8.46,A,18.24
13919,11.49,B,11.02
13920,9.44,B,6.9
13921,10.91,B,17.02
13922,9.93,B,10.17
13923,14.33,C,25.32
13924,12.29,C,9.16
13925,6.71,A,26.27
13926,8.9,A,19.93
13927,15.49,C,20.02
13928,9.17,B,20.9
13929,8.99,B,17
13930,9.17,B,9.61
13931,10.91,B,12.14
13932,7.99,A,14.83
13933,8.59,A,17.45
13934,17.86,D,32.17
13935,9.93,B,13.97
13936,5.32,A,15.57
13937,16.99,D,31.44
13938,8.39,A,7.6
13939,16.99,D,18.04
13940,19.52,D,20.91
13941,12.99,C,16.63
13942,9.99,B,15.94
13943,12.99,C,30
13944,11.67,B,18.45
13945,17.57,D,31.16
13946,23.13,F,36.34
13947,12.74,C,14.58
13948,13.67,C,22.18
13949,16.29,D,19.41
13950,6.71,A,27.05
13951,13.49,C,18.95
13952,25.83,G,25.57
13953,15.31,C,20.16
13954,7.24,A,12.92
13955,12.99,C,18.16
13956,9.99,B,28.66
13957,7.21,A,15.85
13958,12.49,B,28.12
13959,10.64,B,18
13960,20.5,E,22.83
13961,12.62,C,28.45
13962,11.8,B,8.57
13963,11.53,B,15.71
13964,15.05,C,3.69
13965,12.74,C,27.27
13966,8.9,A,9.91
13967,6.97,A,7.53
13968,11.55,B,19.62
13969,10.99,B,28.88
13970,22.99,F,11.98
13971,16.91,C,50.1
13972,6.99,A,20.64
13973,6.08,A,22.67
13974,9.99,B,6.53
13975,17.77,D,18.63
13976,18.75,D,22.01
13977,19.03,D,26.27
13978,10.47,B,3.92
13979,5.31,A,14.13
13980,23.87,E,46.16
13981,8.59,A,34.5
13982,16.55,D,11.61
13983,11.55,B,27.62
13984,18.25,D,15.15
13985,7.97,A,6.89
13986,30.79,G,11.78
13987,10.78,B,24.36
13988,17.86,D,21.49
13989,14.47,C,30.45
13990,9.43,B,30.46
13991,10.91,B,15.09
13992,9.17,B,2.03
13993,27.27,E,32.09
13994,9.75,B,6.43
13995,12.62,C,15.69
13996,8.18,B,10.57
13997,16.91,C,33.48
13998,15.05,C,10.39
13999,10.64,B,30.18
14000,11.99,B,11.45
14001,12.74,C,50.59
14002,14.46,C,18.64
14003,14.08,C,16.81
14004,12.69,C,17.36
14005,12.74,C,18.42
14006,8.81,A,19.09
14007,7.89,A,19.23
14008,9.16,B,33.49
14009,10.41,B,7.83
14010,5.32,A,12.68
14011,24.37,E,18.93
14012,7.34,A,11.43
14013,9.8,B,9.41
14014,17.27,D,11.1
14015,10.49,B,19.78
14016,9.17,B,31.26
14017,8.39,A,21.19
14018,6.71,A,28.75
14019,6.72,A,22.46
14020,12.99,C,34.8
14021,17.97,D,29.82
14022,16.99,D,13.89
14023,7.89,A,32.68
14024,7.26,A,13.36
14025,11.99,C,31.53
14026,13.11,B,9.73
14027,7.89,A,14.89
14028,11.06,B,36.35
14029,13.18,C,22.14
14030,14.33,C,20.92
14031,9.49,B,21.3
14032,24.74,E,10.18
14033,19.72,D,19.99
14034,14.46,C,20.08
14035,26.77,E,9.21
14036,11.44,B,20.77
14037,14.08,C,26.61
14038,6.72,A,23.59
14039,7.97,A,8.54
14040,17.86,D,32.69
14041,7.69,A,29.89
14042,13.67,C,23.42
14043,7.89,A,9.57
14044,16.14,C,15.87
14045,15.02,C,29.38
14046,10.91,B,15.69
14047,10.99,B,9.74
14048,15.61,D,25.08
14049,28.72,F,26.23
14050,17.99,D,21.24
14051,18.25,D,21.75
14052,10.15,B,17.22
14053,10.64,B,23.07
14054,11.44,B,27.59
14055,11.98,B,8.58
14056,25.82,E,23.01
14057,16.55,D,22.04
14058,15.99,C,9.02
14059,12.13,B,25.83
14060,18.99,D,28.74
14061,26.3,E,27.12
14062,7.21,A,14.54
14063,11.53,B,5.59
14064,11.99,C,11.23
14065,12.49,B,21.46
14066,10.64,B,18.54
14067,19.42,D,23.38
14068,15.61,D,3.3
14069,9.99,B,19.27
14070,18.99,E,6.82
14071,10.99,B,13.92
14072,18.94,D,21.19
14073,14.46,C,6.87
14074,7.39,A,19.72
14075,10.99,B,27.84
14076,10.08,B,8.62
14077,11.31,B,10.99
14078,16.91,C,11.47
14079,9.16,B,6.64
14080,17.76,D,5.1
14081,15.31,C,8.29
14082,13.49,C,24.46
14083,16.29,D,8.46
14084,10.56,B,24.5
14085,11.99,B,42.93
14086,11.49,B,3.91
14087,21.18,E,27.68
14088,15.31,C,13.69
14089,12.29,C,25.9
14090,8.39,B,7.03
14091,13.33,C,33.62
14092,5.32,A,15.93
14093,21.49,D,30.99
14094,10.16,B,14.48
14095,10.75,B,27.38
14096,17.1,C,18.3
14097,10.42,B,7.48
14098,10.91,B,19.13
14099,16.59,D,12.69
14100,12.74,C,11.04
14101,14.33,C,10.34
